age,gender,Label
10.76,0.0,0.0
11.03,0.0,0.0
11.32,0.0,0.0
11.69,0.0,0.0
12.1,0.0,0.0
12.23,0.0,0.0
13.18,0.0,0.0
13.583,0.0,0.0
13.628,0.0,0.0
13.72,0.0,0.0
14.36,0.0,0.0
14.425,0.0,0.0
14.653,0.0,0.0
14.66,0.0,0.0
15.27,0.0,0.0
15.284,0.0,0.0
15.42,0.0,0.0
15.53,0.0,0.0
15.71,0.0,0.0
16.13,0.0,0.0
16.28,0.0,0.0
16.55,0.0,0.0
19.228,0.0,0.0
22.38,0.0,0.0
22.48,0.0,0.0
22.76,0.0,0.0
25.34,0.0,0.0
28.203,0.0,0.0
29.02,0.0,0.0
30.724,0.0,0.0
10.19,0.0,0.0
10.74,0.0,0.0
11.92,0.0,0.0
12.07,0.0,0.0
12.67,0.0,0.0
14.79,0.0,0.0
16.31,0.0,0.0
16.55,0.0,0.0
16.88,0.0,0.0
17.7,0.0,0.0
19.13,0.0,0.0
19.73,0.0,0.0
20.02,0.0,0.0
20.04,0.0,0.0
20.3,0.0,0.0
20.56,0.0,0.0
22.77,0.0,0.0
23.08,0.0,0.0
23.35,0.0,0.0
26.17,0.0,0.0
30.08,0.0,0.0
30.78,0.0,0.0
21.15,0.0,0.0
12.81,0.0,0.0
14.0,0.0,0.0
14.0,0.0,0.0
16.0,0.0,0.0
17.0,0.0,0.0
10.0,0.0,0.0
21.0,0.0,0.0
21.0,0.0,0.0
20.0,0.0,0.0
13.0,0.0,0.0
14.0,0.0,0.0
17.0,0.0,0.0
15.0,1.0,0.0
20.0,1.0,0.0
23.0,0.0,0.0
15.0,0.0,0.0
21.0,0.0,0.0
15.0,0.0,1.0
19.0,1.0,1.0
15.0,0.0,1.0
20.0,0.0,1.0
12.0,0.0,1.0
17.0,0.0,1.0
18.0,0.0,1.0
24.0,1.0,1.0
17.0,0.0,1.0
14.0,1.0,1.0
16.0,0.0,1.0
12.0,0.0,1.0
18.0,0.0,1.0
21.0,0.0,1.0
16.0,0.0,1.0
11.0,0.0,1.0
18.0,0.0,1.0
12.0,0.0,1.0
19.0,0.0,1.0
20.0,0.0,1.0
16.77,0.0,1.0
24.45,0.0,1.0
19.09,0.0,1.0
13.73,1.0,1.0
13.37,0.0,1.0
17.78,0.0,1.0
32.45,0.0,1.0
33.86,0.0,1.0
35.2,0.0,1.0
16.93,0.0,1.0
21.48,0.0,1.0
9.33,0.0,1.0
14.2,0.0,1.0
14.2,0.0,1.0
21.82,0.0,1.0
22.7,0.0,1.0
27.81,0.0,1.0
20.83,0.0,1.0
16.99,0.0,1.0
12.64,1.0,1.0
22.64,0.0,1.0
31.72,0.0,1.0
16.28,0.0,1.0
12.24,0.0,1.0
12.74,0.0,1.0
11.4,1.0,1.0
25.12,0.0,0.0
12.92,0.0,0.0
19.8,0.0,0.0
12.15,0.0,0.0
14.77,0.0,0.0
17.36,0.0,0.0
13.28,1.0,0.0
19.16,0.0,0.0
13.95,1.0,0.0
30.66,0.0,0.0
24.6,0.0,0.0
27.92,0.0,0.0
33.17,0.0,0.0
13.78,0.0,0.0
17.13,0.0,0.0
15.7,0.0,0.0
20.65,0.0,0.0
15.35,0.0,0.0
11.81,0.0,0.0
15.82,1.0,0.0
14.37,0.0,0.0
12.83,0.0,0.0
33.24,0.0,0.0
12.03,0.0,1.0
9.44,0.0,0.0
16.99,0.0,1.0
13.59,0.0,1.0
12.62,1.0,1.0
23.1,0.0,0.0
21.22,1.0,0.0
20.34,0.0,0.0
20.0,0.0,0.0
26.0,0.0,0.0
27.0,0.0,0.0
27.0,0.0,0.0
27.0,0.0,0.0
36.0,0.0,0.0
37.0,0.0,0.0
38.0,0.0,0.0
39.0,0.0,0.0
39.0,0.0,0.0
41.0,0.0,0.0
34.0,0.0,0.0
37.0,0.0,0.0
36.0,0.0,0.0
42.0,0.0,0.0
22.0,0.0,1.0
28.0,0.0,1.0
30.0,0.0,1.0
30.0,0.0,1.0
31.0,0.0,1.0
31.0,0.0,1.0
31.0,0.0,1.0
33.0,0.0,1.0
41.0,0.0,1.0
42.0,0.0,1.0
64.0,0.0,1.0
31.0,0.0,1.0
35.0,0.0,1.0
49.0,0.0,1.0
27.0,0.0,1.0
16.61,0.0,1.0
14.14,0.0,1.0
17.15,0.0,1.0
12.44,1.0,1.0
12.13,0.0,1.0
16.48,0.0,1.0
15.4,0.0,1.0
16.64,0.0,1.0
13.99,0.0,1.0
12.63,0.0,1.0
12.99,0.0,1.0
14.75,0.0,0.0
13.35,0.0,0.0
12.58,0.0,0.0
12.91,0.0,0.0
14.98,0.0,0.0
15.28,0.0,0.0
15.53,0.0,0.0
13.88,0.0,0.0
13.77,1.0,0.0
12.08,0.0,0.0
16.05,0.0,0.0
14.86,0.0,0.0
14.1,1.0,0.0
8.67,1.0,0.0
16.06,0.0,1.0
13.78,1.0,0.0
16.57,0.0,0.0
16.6,0.0,0.0
16.13,0.0,0.0
13.81,0.0,1.0
12.38,1.0,0.0
14.76,0.0,0.0
16.88,1.0,0.0
15.6,0.0,1.0
12.9,0.0,0.0
7.9336,0.0,1.0
9.0301,0.0,1.0
8.9199,1.0,1.0
9.0821,0.0,1.0
8.4216,1.0,1.0
11.8433,0.0,1.0
8.3833,0.0,1.0
11.8789,1.0,1.0
11.2628,0.0,1.0
9.7775,0.0,1.0
10.8652,1.0,1.0
12.9363,0.0,1.0
8.7912,0.0,1.0
7.5284,0.0,1.0
9.9473,0.0,1.0
8.5804,0.0,1.0
9.271,0.0,1.0
11.6982,0.0,1.0
11.4326,0.0,1.0
11.6543,0.0,1.0
7.7502,1.0,0.0
9.3149,0.0,0.0
10.6927,0.0,0.0
8.2656,0.0,0.0
9.1068,1.0,0.0
8.2464,0.0,0.0
8.3203,0.0,0.0
8.3313,0.0,0.0
8.9747,1.0,0.0
9.2081,0.0,0.0
8.9363,0.0,0.0
9.7201,0.0,0.0
10.2218,1.0,0.0
9.5202,0.0,0.0
12.3477,0.0,0.0
11.178,0.0,0.0
11.8816,0.0,0.0
12.4298,0.0,0.0
12.2546,0.0,0.0
12.3833,0.0,0.0
23.08,0.0,1.0
20.75,0.0,1.0
15.66,0.0,1.0
15.33,0.0,1.0
19.16,0.0,1.0
21.42,0.0,1.0
18.92,0.0,1.0
17.03,0.0,1.0
15.05,0.0,1.0
17.17,0.0,1.0
12.75,0.0,1.0
13.75,0.0,1.0
25.91,0.0,1.0
21.58,0.0,1.0
19.5,0.0,1.0
12.0,0.0,1.0
13.58,0.0,1.0
13.83,0.0,1.0
13.91,0.0,1.0
17.25,0.0,1.0
15.25,0.0,1.0
18.01,0.0,1.0
19.41,0.0,1.0
14.41,0.0,1.0
14.91,0.0,0.0
19.83,0.0,0.0
20.33,0.0,0.0
20.08,0.0,0.0
21.33,0.0,0.0
19.08,0.0,0.0
25.66,0.0,0.0
12.25,0.0,0.0
15.91,0.0,0.0
17.5,0.0,0.0
14.41,0.0,0.0
14.66,0.0,0.0
19.33,0.0,0.0
19.66,0.0,0.0
24.83,0.0,0.0
12.04,0.0,0.0
16.83,0.0,0.0
13.75,0.0,0.0
12.66,0.0,0.0
13.25,0.0,0.0
12.66,0.0,0.0
19.5,0.0,0.0
15.75,0.0,0.0
15.91,0.0,0.0
14.91,0.0,0.0
13.52,0.0,1.0
11.56,0.0,1.0
13.37,0.0,1.0
14.57,0.0,1.0
17.94,0.0,1.0
15.78,0.0,1.0
14.11,1.0,1.0
16.98,0.0,1.0
9.99,0.0,1.0
16.56,0.0,1.0
11.27,0.0,1.0
15.66,0.0,1.0
9.11,0.0,1.0
10.41,0.0,1.0
11.56,1.0,1.0
10.54,0.0,1.0
15.22,0.0,1.0
16.87,0.0,1.0
13.93,1.0,1.0
14.74,0.0,1.0
14.58,0.0,1.0
11.81,0.0,1.0
13.31,0.0,1.0
12.99,0.0,1.0
12.33,0.0,1.0
9.26,1.0,1.0
14.53,0.0,1.0
8.36,1.0,1.0
14.59,0.0,1.0
17.53,1.0,1.0
10.28,0.0,1.0
10.91,0.0,1.0
10.67,0.0,1.0
12.42,0.0,1.0
17.4,0.0,1.0
10.85,0.0,1.0
13.67,0.0,1.0
14.96,0.0,1.0
10.9,0.0,1.0
13.5,0.0,1.0
8.49,0.0,1.0
14.88,0.0,0.0
12.36,0.0,0.0
10.99,0.0,0.0
11.8,0.0,0.0
14.44,0.0,0.0
14.8,0.0,0.0
15.04,0.0,0.0
13.38,0.0,0.0
11.55,0.0,0.0
11.07,0.0,0.0
13.66,0.0,0.0
17.79,0.0,0.0
11.56,0.0,0.0
16.03,0.0,0.0
13.46,1.0,0.0
15.92,0.0,0.0
14.03,0.0,0.0
11.25,1.0,0.0
17.78,0.0,0.0
14.29,0.0,0.0
12.09,0.0,0.0
13.41,0.0,0.0
12.68,0.0,0.0
10.96,0.0,0.0
15.74,0.0,0.0
13.85,0.0,0.0
12.01,0.0,0.0
9.21,0.0,0.0
13.82,1.0,0.0
9.5,0.0,0.0
11.83,0.0,0.0
12.73,1.0,0.0
16.47,0.0,1.0
12.24,0.0,1.0
13.08,0.0,1.0
11.7,0.0,1.0
10.04,0.0,1.0
11.16,0.0,1.0
14.27,0.0,1.0
10.57,0.0,1.0
14.77,0.0,1.0
14.08,0.0,1.0
13.28,0.0,1.0
10.85,0.0,1.0
13.0,1.0,0.0
10.53,0.0,0.0
12.64,1.0,0.0
11.66,0.0,0.0
12.15,0.0,0.0
9.79,0.0,0.0
11.9,0.0,0.0
11.95,0.0,0.0
12.9,0.0,0.0
13.36,0.0,0.0
13.12,0.0,0.0
13.63,0.0,0.0
12.66,0.0,0.0
12.82,0.0,1.0
14.2,0.0,1.0
16.8,0.0,1.0
14.2,0.0,1.0
11.5,0.0,1.0
16.8,1.0,1.0
15.4,0.0,1.0
11.3,1.0,1.0
12.2,0.0,1.0
15.6,0.0,1.0
10.7,0.0,1.0
15.2,0.0,1.0
11.2,0.0,1.0
11.2,1.0,1.0
12.8,1.0,1.0
11.2,0.0,1.0
14.4,0.0,1.0
11.1,0.0,1.0
12.9,0.0,1.0
14.0,0.0,1.0
13.9,0.0,1.0
12.6,0.0,1.0
12.4,0.0,1.0
12.6,0.0,1.0
11.5,0.0,1.0
15.1,0.0,1.0
15.9,0.0,1.0
12.8,0.0,1.0
12.2,0.0,1.0
9.7,1.0,1.0
16.1,0.0,1.0
10.4,1.0,1.0
11.6,0.0,1.0
11.0,0.0,1.0
10.9,0.0,1.0
8.5,0.0,1.0
9.7,0.0,1.0
8.9,0.0,1.0
9.5,1.0,1.0
9.7,0.0,1.0
9.8,0.0,1.0
11.2,0.0,1.0
13.4,0.0,1.0
16.1,0.0,1.0
13.4,0.0,1.0
11.8,0.0,1.0
9.8,0.0,1.0
9.2,0.0,1.0
15.0,1.0,1.0
18.6,0.0,1.0
18.0,1.0,1.0
12.4,0.0,1.0
14.2,0.0,1.0
13.8,0.0,1.0
13.1,0.0,1.0
12.0,0.0,1.0
15.3,0.0,0.0
17.4,0.0,0.0
17.1,0.0,0.0
16.1,0.0,0.0
17.2,0.0,0.0
10.4,0.0,0.0
10.2,0.0,0.0
11.0,0.0,0.0
17.8,0.0,0.0
14.3,1.0,0.0
11.8,0.0,0.0
13.5,1.0,0.0
18.0,0.0,0.0
16.1,1.0,0.0
18.2,1.0,0.0
12.6,0.0,0.0
13.8,1.0,0.0
18.2,0.0,0.0
17.3,0.0,0.0
18.9,0.0,0.0
15.6,0.0,0.0
19.2,1.0,0.0
18.9,0.0,0.0
12.4,0.0,0.0
16.8,0.0,0.0
15.5,0.0,0.0
13.1,1.0,0.0
14.0,1.0,0.0
10.9,0.0,0.0
17.2,1.0,0.0
9.5,1.0,0.0
9.8,0.0,0.0
10.4,0.0,0.0
13.9,0.0,0.0
18.3,1.0,0.0
11.2,0.0,0.0
9.8,0.0,0.0
10.8,0.0,0.0
15.6,0.0,0.0
8.2,0.0,0.0
10.8,0.0,0.0
17.9,0.0,0.0
14.8,1.0,0.0
12.8,0.0,0.0
12.2,0.0,0.0
10.2,0.0,0.0
17.2,1.0,0.0
9.7,1.0,0.0
11.6,1.0,0.0
9.2,0.0,0.0
11.5,0.0,0.0
11.6,0.0,0.0
14.3,1.0,0.0
17.4,1.0,0.0
16.5,0.0,0.0
28.8,0.0,0.0
14.4,0.0,0.0
17.8,0.0,0.0
17.8,0.0,0.0
14.0,0.0,0.0
26.8,0.0,0.0
14.5,0.0,0.0
17.2,0.0,0.0
14.7,0.0,1.0
17.4,0.0,1.0
13.1,0.0,1.0
12.8,0.0,1.0
15.8,0.0,1.0
16.6,0.0,1.0
15.2,0.0,1.0
16.6,1.0,1.0
14.8,0.0,1.0
16.1,0.0,1.0
14.0,0.0,1.0
13.2,0.0,1.0
13.1,0.0,1.0
13.8,1.0,0.0
17.6,0.0,0.0
14.8,0.0,0.0
13.3,0.0,0.0
14.9,0.0,0.0
15.8,0.0,0.0
15.4,0.0,0.0
14.8,0.0,0.0
14.1,0.0,0.0
17.9,0.0,0.0
16.6,0.0,0.0
13.6,0.0,0.0
15.8,0.0,0.0
15.5,0.0,0.0
18.2806,0.0,0.0
18.7379,0.0,0.0
18.2615,0.0,0.0
16.104,0.0,0.0
13.8097,0.0,0.0
14.9432,0.0,0.0
15.0253,0.0,0.0
22.601,0.0,0.0
23.948,0.0,0.0
27.5975,0.0,0.0
26.8528,0.0,0.0
17.0705,0.0,0.0
24.9884,0.0,0.0
18.1383,0.0,0.0
27.3238,0.0,0.0
12.9391,0.0,0.0
10.4668,0.0,0.0
18.2177,0.0,0.0
21.0979,0.0,0.0
12.5257,0.0,0.0
29.9685,0.0,0.0
8.7721,0.0,0.0
18.8008,0.0,0.0
31.2827,0.0,0.0
16.0986,0.0,0.0
34.0534,0.0,0.0
26.1465,0.0,0.0
18.1547,0.0,0.0
14.412,0.0,0.0
16.3943,0.0,0.0
24.6543,0.0,0.0
28.3669,0.0,0.0
9.9548,0.0,0.0
34.0068,0.0,0.0
39.2526,0.0,0.0
19.7591,0.0,0.0
39.3949,0.0,0.0
28.5613,0.0,0.0
9.9165,0.0,0.0
25.0157,0.0,0.0
22.1081,0.0,0.0
22.4367,0.0,0.0
22.0479,0.0,0.0
21.6482,0.0,1.0
20.1697,0.0,1.0
20.1807,0.0,1.0
20.178,0.0,1.0
22.8802,0.0,1.0
29.0897,0.0,1.0
17.1663,0.0,1.0
27.4114,0.0,1.0
21.4346,0.0,1.0
19.7043,0.0,1.0
23.5948,0.0,1.0
17.7878,0.0,1.0
25.7972,0.0,1.0
25.4511,0.0,1.0
16.7584,0.0,1.0
19.6277,0.0,1.0
26.9487,0.0,1.0
32.5503,0.0,1.0
35.7098,0.0,1.0
37.7769,0.0,1.0
22.5599,0.0,1.0
24.3231,0.0,1.0
34.4613,0.0,1.0
21.1307,0.0,1.0
25.4346,0.0,1.0
17.2375,0.0,1.0
17.7057,0.0,1.0
32.9582,0.0,1.0
28.6708,0.0,1.0
17.6454,0.0,1.0
33.1828,0.0,1.0
15.9343,0.0,1.0
28.1095,0.0,1.0
26.3792,0.0,1.0
16.7337,0.0,1.0
14.1437,0.0,1.0
16.3833,0.0,1.0
15.4908,0.0,1.0
18.4668,0.0,1.0
21.4018,0.0,1.0
15.8522,0.0,1.0
17.1143,0.0,1.0
16.501,0.0,1.0
18.6585,0.0,1.0
16.3778,0.0,1.0
17.6728,0.0,1.0
18.4175,0.0,1.0
14.7515,0.0,1.0
17.3251,0.0,1.0
12.334,0.0,1.0
32.8487,0.0,1.0
50.2231,0.0,1.0
18.4148,0.0,1.0
11.3539,0.0,1.0
42.3354,0.0,1.0
18.245,0.0,1.0
28.0903,0.0,1.0
16.9199,0.0,1.0
15.92,0.0,0.0
12.75,0.0,0.0
9.75,0.0,0.0
8.67,0.0,0.0
14.42,1.0,0.0
10.67,0.0,0.0
14.25,1.0,0.0
13.75,1.0,0.0
12.25,0.0,0.0
9.25,0.0,0.0
13.33,0.0,0.0
10.83,0.0,0.0
13.92,1.0,0.0
7.66,0.0,0.0
11.0,1.0,0.0
9.66,0.0,0.0
17.83,0.0,0.0
13.92,0.0,0.0
16.66,1.0,0.0
16.66,0.0,0.0
11.0,0.0,0.0
15.75,1.0,0.0
14.17,0.0,0.0
10.92,0.0,0.0
14.0,0.0,0.0
8.42,1.0,0.0
15.25,0.0,0.0
12.33,0.0,0.0
14.33,0.0,1.0
10.0,0.0,1.0
13.25,0.0,1.0
14.42,1.0,1.0
16.0,0.0,1.0
16.42,0.0,1.0
17.17,0.0,1.0
16.58,0.0,1.0
8.92,0.0,1.0
13.0,0.0,1.0
11.92,0.0,1.0
11.83,0.0,1.0
12.5,0.0,1.0
17.75,0.0,1.0
8.58,1.0,1.0
11.83,0.0,1.0
7.25,0.0,1.0
12.75,0.0,1.0
16.5,1.0,1.0
12.75,1.0,1.0
16.58,1.0,1.0
9.92,0.0,1.0
13.66,1.0,1.0
11.08,1.0,1.0
7.0,0.0,1.0
11.08,0.0,1.0
9.5,1.0,1.0
14.42,0.0,1.0
